"NOC","Year","Season","Medal","Count"
"SUI",1996,"Summer","Bronze",0
"GDR",1996,"Summer","Bronze",0
"SWE",1996,"Summer","Bronze",5
"GBR",1996,"Summer","Bronze",9
"ROU",1996,"Summer","Bronze",15
"GER",1996,"Summer","Bronze",47
"POL",1996,"Summer","Bronze",7
"TCH",1996,"Summer","Bronze",0
"FRG",1996,"Summer","Bronze",0
"KOR",1996,"Summer","Bronze",7
"CHN",1996,"Summer","Bronze",17
"DEN",2000,"Summer","Bronze",4
"FIN",2000,"Summer","Bronze",1
"NOR",2000,"Summer","Bronze",19
"NED",2000,"Summer","Bronze",23
"FRA",2000,"Summer","Bronze",14
"ITA",2000,"Summer","Bronze",29
"ESP",2000,"Summer","Bronze",20
"RUS",2000,"Summer","Bronze",54
"USA",2000,"Summer","Bronze",51
"HUN",2000,"Summer","Bronze",4
"AUS",2000,"Summer","Bronze",54
"CAN",2000,"Summer","Bronze",23
"URS",2000,"Summer","Bronze",0
"JPN",2000,"Summer","Bronze",8
"SUI",2000,"Summer","Bronze",2
"GDR",2000,"Summer","Bronze",0
"SWE",2000,"Summer","Bronze",8
"GBR",2000,"Summer","Bronze",12
"ROU",2000,"Summer","Bronze",13
"GER",2000,"Summer","Bronze",64
"POL",2000,"Summer","Bronze",7
"TCH",2000,"Summer","Bronze",0
"FRG",2000,"Summer","Bronze",0
"KOR",2000,"Summer","Bronze",35
"CHN",2000,"Summer","Bronze",17
"DEN",2004,"Summer","Bronze",9
"FIN",2004,"Summer","Bronze",0
"NOR",2004,"Summer","Bronze",2
"NED",2004,"Summer","Bronze",22
"FRA",2004,"Summer","Bronze",22
"ITA",2004,"Summer","Bronze",39
"ESP",2004,"Summer","Bronze",9
"RUS",2004,"Summer","Bronze",95
"USA",2004,"Summer","Bronze",71
"HUN",2004,"Summer","Bronze",4
"AUS",2004,"Summer","Bronze",31
"CAN",2004,"Summer","Bronze",4
"URS",2004,"Summer","Bronze",0
"JPN",2004,"Summer","Bronze",52
"SUI",2004,"Summer","Bronze",4
"GDR",2004,"Summer","Bronze",0
"SWE",2004,"Summer","Bronze",2
"GBR",2004,"Summer","Bronze",15
"ROU",2004,"Summer","Bronze",11
"GER",2004,"Summer","Bronze",63
"POL",2004,"Summer","Bronze",6
"TCH",2004,"Summer","Bronze",0
"FRG",2004,"Summer","Bronze",0
"KOR",2004,"Summer","Bronze",10
"CHN",2004,"Summer","Bronze",15
"DEN",2008,"Summer","Bronze",6
"FIN",2008,"Summer","Bronze",2
"NOR",2008,"Summer","Bronze",1
"NED",2008,"Summer","Bronze",4
"FRA",2008,"Summer","Bronze",28
"ITA",2008,"Summer","Bronze",20
"ESP",2008,"Summer","Bronze",16
"RUS",2008,"Summer","Bronze",53
"USA",2008,"Summer","Bronze",80
"HUN",2008,"Summer","Bronze",3
"AUS",2008,"Summer","Bronze",76
"CAN",2008,"Summer","Bronze",11
"URS",2008,"Summer","Bronze",0
"JPN",2008,"Summer","Bronze",13
"SUI",2008,"Summer","Bronze",7
"GDR",2008,"Summer","Bronze",0
"SWE",2008,"Summer","Bronze",2
"GBR",2008,"Summer","Bronze",25
"ROU",2008,"Summer","Bronze",16
"GER",2008,"Summer","Bronze",41
"POL",2008,"Summer","Bronze",1
"TCH",2008,"Summer","Bronze",0
"FRG",2008,"Summer","Bronze",0
"KOR",2008,"Summer","Bronze",26
"CHN",2008,"Summer","Bronze",57
"DEN",2012,"Summer","Bronze",8
"FIN",2012,"Summer","Bronze",4
"NOR",2012,"Summer","Bronze",1
"NED",2012,"Summer","Bronze",19
"FRA",2012,"Summer","Bronze",22
"ITA",2012,"Summer","Bronze",30
"ESP",2012,"Summer","Bronze",25
"RUS",2012,"Summer","Bronze",51
"USA",2012,"Summer","Bronze",46
"HUN",2012,"Summer","Bronze",6
"AUS",2012,"Summer","Bronze",59
"CAN",2012,"Summer","Bronze",33
"URS",2012,"Summer","Bronze",0
"JPN",2012,"Summer","Bronze",33
"SUI",2012,"Summer","Bronze",0
"GDR",2012,"Summer","Bronze",0
"SWE",2012,"Summer","Bronze",3
"GBR",2012,"Summer","Bronze",48
"ROU",2012,"Summer","Bronze",6
"GER",2012,"Summer","Bronze",22
"POL",2012,"Summer","Bronze",8
"TCH",2012,"Summer","Bronze",0
"FRG",2012,"Summer","Bronze",0
"KOR",2012,"Summer","Bronze",30
"CHN",2012,"Summer","Bronze",29
"DEN",2016,"Summer","Bronze",16
"FIN",2016,"Summer","Bronze",1
"NOR",2016,"Summer","Bronze",19
"NED",2016,"Summer","Bronze",13
"FRA",2016,"Summer","Bronze",21
"ITA",2016,"Summer","Bronze",24
"ESP",2016,"Summer","Bronze",17
"RUS",2016,"Summer","Bronze",35
"USA",2016,"Summer","Bronze",71
"HUN",2016,"Summer","Bronze",7
"AUS",2016,"Summer","Bronze",25
"CAN",2016,"Summer","Bronze",61
"URS",2016,"Summer","Bronze",0
"JPN",2016,"Summer","Bronze",34
"SUI",2016,"Summer","Bronze",2
"GDR",2016,"Summer","Bronze",0
"SWE",2016,"Summer","Bronze",3
"GBR",2016,"Summer","Bronze",26
"ROU",2016,"Summer","Bronze",10
"GER",2016,"Summer","Bronze",67
"POL",2016,"Summer","Bronze",10
"TCH",2016,"Summer","Bronze",0
"FRG",2016,"Summer","Bronze",0
"KOR",2016,"Summer","Bronze",10
"CHN",2016,"Summer","Bronze",37
"DEN",1924,"Winter","Gold",0
"FIN",1924,"Winter","Gold",4
"NOR",1924,"Winter","Gold",4
"NED",1924,"Winter","Gold",0
"FRA",1924,"Winter","Gold",0
"ITA",1924,"Winter","Gold",0
"ESP",1924,"Winter","Gold",0
"RUS",1924,"Winter","Gold",0
"USA",1924,"Winter","Gold",1
"HUN",1924,"Winter","Gold",0
"AUS",1924,"Winter","Gold",1
"CAN",1924,"Winter","Gold",9
"URS",1924,"Winter","Gold",0
"JPN",1924,"Winter","Gold",0
"SUI",1924,"Winter","Gold",8
"GDR",1924,"Winter","Gold",0
"SWE",1924,"Winter","Gold",1
"GBR",1924,"Winter","Gold",16
"ROU",1924,"Winter","Gold",0
"GER",1924,"Winter","Gold",0
"POL",1924,"Winter","Gold",0
"TCH",1924,"Winter","Gold",0
"FRG",1924,"Winter","Gold",0
"KOR",1924,"Winter","Gold",0
"CHN",1924,"Winter","Gold",0
"DEN",1928,"Winter","Gold",0
"FIN",1928,"Winter","Gold",2
"NOR",1928,"Winter","Gold",6
"NED",1928,"Winter","Gold",0
"FRA",1928,"Winter","Gold",2
"ITA",1928,"Winter","Gold",0
"ESP",1928,"Winter","Gold",0
"RUS",1928,"Winter","Gold",0
"USA",1928,"Winter","Gold",6
"HUN",1928,"Winter","Gold",0
"AUS",1928,"Winter","Gold",0
"CAN",1928,"Winter","Gold",12
"URS",1928,"Winter","Gold",0
"JPN",1928,"Winter","Gold",0
"SUI",1928,"Winter","Gold",0
"GDR",1928,"Winter","Gold",0
"SWE",1928,"Winter","Gold",2
"GBR",1928,"Winter","Gold",0
"ROU",1928,"Winter","Gold",0
"GER",1928,"Winter","Gold",0
"POL",1928,"Winter","Gold",0
"TCH",1928,"Winter","Gold",0
"FRG",1928,"Winter","Gold",0
"KOR",1928,"Winter","Gold",0
"CHN",1928,"Winter","Gold",0
"DEN",1932,"Winter","Gold",0
"FIN",1932,"Winter","Gold",1
"NOR",1932,"Winter","Gold",3
"NED",1932,"Winter","Gold",0
"FRA",1932,"Winter","Gold",2
"ITA",1932,"Winter","Gold",0
"ESP",1932,"Winter","Gold",0
"RUS",1932,"Winter","Gold",0
"USA",1932,"Winter","Gold",10
"HUN",1932,"Winter","Gold",0
"AUS",1932,"Winter","Gold",0
"CAN",1932,"Winter","Gold",14
"URS",1932,"Winter","Gold",0
"JPN",1932,"Winter","Gold",0
"SUI",1932,"Winter","Gold",0
"GDR",1932,"Winter","Gold",0
"SWE",1932,"Winter","Gold",1
"GBR",1932,"Winter","Gold",0
"ROU",1932,"Winter","Gold",0
"GER",1932,"Winter","Gold",0
"POL",1932,"Winter","Gold",0
"TCH",1932,"Winter","Gold",0
"FRG",1932,"Winter","Gold",0
"KOR",1932,"Winter","Gold",0
"CHN",1932,"Winter","Gold",0
"DEN",1936,"Winter","Gold",0
"FIN",1936,"Winter","Gold",4
"NOR",1936,"Winter","Gold",7
"NED",1936,"Winter","Gold",0
"FRA",1936,"Winter","Gold",0
"ITA",1936,"Winter","Gold",0
"ESP",1936,"Winter","Gold",0
"RUS",1936,"Winter","Gold",0
"USA",1936,"Winter","Gold",2
"HUN",1936,"Winter","Gold",0
"AUS",1936,"Winter","Gold",0
"CAN",1936,"Winter","Gold",0
"URS",1936,"Winter","Gold",0
"JPN",1936,"Winter","Gold",0
"SUI",1936,"Winter","Gold",4
"GDR",1936,"Winter","Gold",0
"SWE",1936,"Winter","Gold",2
"GBR",1936,"Winter","Gold",12
"ROU",1936,"Winter","Gold",0
"GER",1936,"Winter","Gold",4
"POL",1936,"Winter","Gold",0
"TCH",1936,"Winter","Gold",0
"FRG",1936,"Winter","Gold",0
"KOR",1936,"Winter","Gold",0
"CHN",1936,"Winter","Gold",0
"DEN",1940,"Winter","Gold",0
"FIN",1940,"Winter","Gold",0
"NOR",1940,"Winter","Gold",0
"NED",1940,"Winter","Gold",0
"FRA",1940,"Winter","Gold",0
"ITA",1940,"Winter","Gold",0
"ESP",1940,"Winter","Gold",0
"RUS",1940,"Winter","Gold",0
"USA",1940,"Winter","Gold",0
"HUN",1940,"Winter","Gold",0
"AUS",1940,"Winter","Gold",0
"CAN",1940,"Winter","Gold",0
"URS",1940,"Winter","Gold",0
"JPN",1940,"Winter","Gold",0
"SUI",1940,"Winter","Gold",0
"GDR",1940,"Winter","Gold",0
"SWE",1940,"Winter","Gold",0
"GBR",1940,"Winter","Gold",0
"ROU",1940,"Winter","Gold",0
"GER",1940,"Winter","Gold",0
"POL",1940,"Winter","Gold",0
"TCH",1940,"Winter","Gold",0
"FRG",1940,"Winter","Gold",0
"KOR",1940,"Winter","Gold",0
"CHN",1940,"Winter","Gold",0
"DEN",1944,"Winter","Gold",0
"FIN",1944,"Winter","Gold",0
"NOR",1944,"Winter","Gold",0
"NED",1944,"Winter","Gold",0
"FRA",1944,"Winter","Gold",0
"ITA",1944,"Winter","Gold",0
"ESP",1944,"Winter","Gold",0
"RUS",1944,"Winter","Gold",0
"USA",1944,"Winter","Gold",0
"HUN",1944,"Winter","Gold",0
"AUS",1944,"Winter","Gold",0
"CAN",1944,"Winter","Gold",0
"URS",1944,"Winter","Gold",0
"JPN",1944,"Winter","Gold",0
"SUI",1944,"Winter","Gold",0
"GDR",1944,"Winter","Gold",0
"SWE",1944,"Winter","Gold",0
"GBR",1944,"Winter","Gold",0
"ROU",1944,"Winter","Gold",0
"GER",1944,"Winter","Gold",0
"POL",1944,"Winter","Gold",0
"TCH",1944,"Winter","Gold",0
"FRG",1944,"Winter","Gold",0
"KOR",1944,"Winter","Gold",0
"CHN",1944,"Winter","Gold",0
"DEN",1948,"Winter","Gold",0
"FIN",1948,"Winter","Gold",1
"NOR",1948,"Winter","Gold",4
"NED",1948,"Winter","Gold",0
"FRA",1948,"Winter","Gold",2
"ITA",1948,"Winter","Gold",1
"ESP",1948,"Winter","Gold",0
"RUS",1948,"Winter","Gold",0
"USA",1948,"Winter","Gold",6
"HUN",1948,"Winter","Gold",0
"AUS",1948,"Winter","Gold",0
"CAN",1948,"Winter","Gold",13
"URS",1948,"Winter","Gold",0
"JPN",1948,"Winter","Gold",0
"SUI",1948,"Winter","Gold",4
"GDR",1948,"Winter","Gold",0
"SWE",1948,"Winter","Gold",7
"GBR",1948,"Winter","Gold",0
"ROU",1948,"Winter","Gold",0
"GER",1948,"Winter","Gold",0
"POL",1948,"Winter","Gold",0
"TCH",1948,"Winter","Gold",0
"FRG",1948,"Winter","Gold",0
"KOR",1948,"Winter","Gold",0
"CHN",1948,"Winter","Gold",0
"DEN",1952,"Winter","Gold",0
"FIN",1952,"Winter","Gold",6
"NOR",1952,"Winter","Gold",7
"NED",1952,"Winter","Gold",0
"FRA",1952,"Winter","Gold",0
"ITA",1952,"Winter","Gold",1
"ESP",1952,"Winter","Gold",0
"RUS",1952,"Winter","Gold",0
"USA",1952,"Winter","Gold",4
"HUN",1952,"Winter","Gold",0
"AUS",1952,"Winter","Gold",0
"CAN",1952,"Winter","Gold",16
"URS",1952,"Winter","Gold",0
"JPN",1952,"Winter","Gold",0
"SUI",1952,"Winter","Gold",0
"GDR",1952,"Winter","Gold",0
"SWE",1952,"Winter","Gold",0
"GBR",1952,"Winter","Gold",1
"ROU",1952,"Winter","Gold",0
"GER",1952,"Winter","Gold",8
"POL",1952,"Winter","Gold",0
"TCH",1952,"Winter","Gold",0
"FRG",1952,"Winter","Gold",0
"KOR",1952,"Winter","Gold",0
"CHN",1952,"Winter","Gold",0
"DEN",1956,"Winter","Gold",0
"FIN",1956,"Winter","Gold",5
"NOR",1956,"Winter","Gold",2
"NED",1956,"Winter","Gold",0
"FRA",1956,"Winter","Gold",0
"ITA",1956,"Winter","Gold",2
"ESP",1956,"Winter","Gold",0
"RUS",1956,"Winter","Gold",0
"USA",1956,"Winter","Gold",2
"HUN",1956,"Winter","Gold",0
"AUS",1956,"Winter","Gold",0
"CAN",1956,"Winter","Gold",0
"URS",1956,"Winter","Gold",26
"JPN",1956,"Winter","Gold",0
"SUI",1956,"Winter","Gold",6
"GDR",1956,"Winter","Gold",0
"SWE",1956,"Winter","Gold",2
"GBR",1956,"Winter","Gold",0
"ROU",1956,"Winter","Gold",0
"GER",1956,"Winter","Gold",1
"POL",1956,"Winter","Gold",0
"TCH",1956,"Winter","Gold",0
"FRG",1956,"Winter","Gold",0
"KOR",1956,"Winter","Gold",0
"CHN",1956,"Winter","Gold",0
"DEN",1960,"Winter","Gold",0
"FIN",1960,"Winter","Gold",5
"NOR",1960,"Winter","Gold",3
"NED",1960,"Winter","Gold",0
"FRA",1960,"Winter","Gold",1
"ITA",1960,"Winter","Gold",0
"ESP",1960,"Winter","Gold",0
"RUS",1960,"Winter","Gold",0
"USA",1960,"Winter","Gold",19
"HUN",1960,"Winter","Gold",0
"AUS",1960,"Winter","Gold",0
"CAN",1960,"Winter","Gold",3
"URS",1960,"Winter","Gold",7
"JPN",1960,"Winter","Gold",0
"SUI",1960,"Winter","Gold",2
"GDR",1960,"Winter","Gold",0
"SWE",1960,"Winter","Gold",5
"GBR",1960,"Winter","Gold",0
"ROU",1960,"Winter","Gold",0
"GER",1960,"Winter","Gold",4
"POL",1960,"Winter","Gold",0
"TCH",1960,"Winter","Gold",0
"FRG",1960,"Winter","Gold",0
"KOR",1960,"Winter","Gold",0
"CHN",1960,"Winter","Gold",0
"DEN",1964,"Winter","Gold",0
"FIN",1964,"Winter","Gold",3
"NOR",1964,"Winter","Gold",3
"NED",1964,"Winter","Gold",1
"FRA",1964,"Winter","Gold",3
"ITA",1964,"Winter","Gold",0
"ESP",1964,"Winter","Gold",0
"RUS",1964,"Winter","Gold",0
"USA",1964,"Winter","Gold",1
"HUN",1964,"Winter","Gold",0
"AUS",1964,"Winter","Gold",0
"CAN",1964,"Winter","Gold",4
"URS",1964,"Winter","Gold",30
"JPN",1964,"Winter","Gold",0
"SUI",1964,"Winter","Gold",0
"GDR",1964,"Winter","Gold",0
"SWE",1964,"Winter","Gold",6
"GBR",1964,"Winter","Gold",2
"ROU",1964,"Winter","Gold",0
"GER",1964,"Winter","Gold",3
"POL",1964,"Winter","Gold",0
"TCH",1964,"Winter","Gold",0
"FRG",1964,"Winter","Gold",0
"KOR",1964,"Winter","Gold",0
"CHN",1964,"Winter","Gold",0
"DEN",1968,"Winter","Gold",0
"FIN",1968,"Winter","Gold",1
"NOR",1968,"Winter","Gold",11
"NED",1968,"Winter","Gold",3
"FRA",1968,"Winter","Gold",4
"ITA",1968,"Winter","Gold",8
"ESP",1968,"Winter","Gold",0
"RUS",1968,"Winter","Gold",0
"USA",1968,"Winter","Gold",1
"HUN",1968,"Winter","Gold",0
"AUS",1968,"Winter","Gold",0
"CAN",1968,"Winter","Gold",1
"URS",1968,"Winter","Gold",26
"JPN",1968,"Winter","Gold",0
"SUI",1968,"Winter","Gold",0
"GDR",1968,"Winter","Gold",2
"SWE",1968,"Winter","Gold",3
"GBR",1968,"Winter","Gold",0
"ROU",1968,"Winter","Gold",0
"GER",1968,"Winter","Gold",0
"POL",1968,"Winter","Gold",0
"TCH",1968,"Winter","Gold",1
"FRG",1968,"Winter","Gold",2
"KOR",1968,"Winter","Gold",0
"CHN",1968,"Winter","Gold",0
"DEN",1972,"Winter","Gold",0
"FIN",1972,"Winter","Gold",0
"NOR",1972,"Winter","Gold",2
"NED",1972,"Winter","Gold",4
"FRA",1972,"Winter","Gold",0
"ITA",1972,"Winter","Gold",3
"ESP",1972,"Winter","Gold",1
"RUS",1972,"Winter","Gold",0
"USA",1972,"Winter","Gold",3
"HUN",1972,"Winter","Gold",0
"AUS",1972,"Winter","Gold",0
"CAN",1972,"Winter","Gold",0
"URS",1972,"Winter","Gold",36
"JPN",1972,"Winter","Gold",1
"SUI",1972,"Winter","Gold",7
"GDR",1972,"Winter","Gold",5
"SWE",1972,"Winter","Gold",1
"GBR",1972,"Winter","Gold",0
"ROU",1972,"Winter","Gold",0
"GER",1972,"Winter","Gold",0
"POL",1972,"Winter","Gold",1
"TCH",1972,"Winter","Gold",1
"FRG",1972,"Winter","Gold",4
"KOR",1972,"Winter","Gold",0
"CHN",1972,"Winter","Gold",0
"DEN",1976,"Winter","Gold",0
"FIN",1976,"Winter","Gold",5
"NOR",1976,"Winter","Gold",3
"NED",1976,"Winter","Gold",1
"FRA",1976,"Winter","Gold",0
"ITA",1976,"Winter","Gold",1
"ESP",1976,"Winter","Gold",0
"RUS",1976,"Winter","Gold",0
"USA",1976,"Winter","Gold",3
"HUN",1976,"Winter","Gold",0
"AUS",1976,"Winter","Gold",0
"CAN",1976,"Winter","Gold",1
"URS",1976,"Winter","Gold",38
"JPN",1976,"Winter","Gold",0
"SUI",1976,"Winter","Gold",1
"GDR",1976,"Winter","Gold",12
"SWE",1976,"Winter","Gold",0
"GBR",1976,"Winter","Gold",1
"ROU",1976,"Winter","Gold",0
"GER",1976,"Winter","Gold",0
"POL",1976,"Winter","Gold",0
"TCH",1976,"Winter","Gold",0
"FRG",1976,"Winter","Gold",2
"KOR",1976,"Winter","Gold",0
"CHN",1976,"Winter","Gold",0
"DEN",1980,"Winter","Gold",0
"FIN",1980,"Winter","Gold",1
"NOR",1980,"Winter","Gold",1
"NED",1980,"Winter","Gold",1
"FRA",1980,"Winter","Gold",0
"ITA",1980,"Winter","Gold",0
"ESP",1980,"Winter","Gold",0
"RUS",1980,"Winter","Gold",0
"USA",1980,"Winter","Gold",24
"HUN",1980,"Winter","Gold",0
"AUS",1980,"Winter","Gold",0
"CAN",1980,"Winter","Gold",0
"URS",1980,"Winter","Gold",18
"JPN",1980,"Winter","Gold",0
"SUI",1980,"Winter","Gold",2
"GDR",1980,"Winter","Gold",16
"SWE",1980,"Winter","Gold",3
"GBR",1980,"Winter","Gold",1
"ROU",1980,"Winter","Gold",0
"GER",1980,"Winter","Gold",0
"POL",1980,"Winter","Gold",0
"TCH",1980,"Winter","Gold",0
"FRG",1980,"Winter","Gold",0
"KOR",1980,"Winter","Gold",0
"CHN",1980,"Winter","Gold",0
"DEN",1984,"Winter","Gold",0
"FIN",1984,"Winter","Gold",4
"NOR",1984,"Winter","Gold",6
"NED",1984,"Winter","Gold",0
"FRA",1984,"Winter","Gold",0
"ITA",1984,"Winter","Gold",2
"ESP",1984,"Winter","Gold",0
"RUS",1984,"Winter","Gold",0
"USA",1984,"Winter","Gold",4
"HUN",1984,"Winter","Gold",0
"AUS",1984,"Winter","Gold",0
"CAN",1984,"Winter","Gold",2
"URS",1984,"Winter","Gold",29
"JPN",1984,"Winter","Gold",0
"SUI",1984,"Winter","Gold",2
"GDR",1984,"Winter","Gold",13
"SWE",1984,"Winter","Gold",7
"GBR",1984,"Winter","Gold",2
"ROU",1984,"Winter","Gold",0
"GER",1984,"Winter","Gold",0
"POL",1984,"Winter","Gold",0
"TCH",1984,"Winter","Gold",0
"FRG",1984,"Winter","Gold",3
"KOR",1984,"Winter","Gold",0
"CHN",1984,"Winter","Gold",0
"DEN",1988,"Winter","Gold",0
"FIN",1988,"Winter","Gold",7
"NOR",1988,"Winter","Gold",0
"NED",1988,"Winter","Gold",3
"FRA",1988,"Winter","Gold",1
"ITA",1988,"Winter","Gold",2
"ESP",1988,"Winter","Gold",0
"RUS",1988,"Winter","Gold",0
"USA",1988,"Winter","Gold",2
"HUN",1988,"Winter","Gold",0
"AUS",1988,"Winter","Gold",0
"CAN",1988,"Winter","Gold",0
"URS",1988,"Winter","Gold",40
"JPN",1988,"Winter","Gold",0
"SUI",1988,"Winter","Gold",8
"GDR",1988,"Winter","Gold",10
"SWE",1988,"Winter","Gold",7
"GBR",1988,"Winter","Gold",0
"ROU",1988,"Winter","Gold",0
"GER",1988,"Winter","Gold",0
"POL",1988,"Winter","Gold",0
"TCH",1988,"Winter","Gold",0
"FRG",1988,"Winter","Gold",4
"KOR",1988,"Winter","Gold",0
"CHN",1988,"Winter","Gold",0
"DEN",1992,"Winter","Gold",0
"FIN",1992,"Winter","Gold",6
"NOR",1992,"Winter","Gold",9
"NED",1992,"Winter","Gold",1
"FRA",1992,"Winter","Gold",5
"ITA",1992,"Winter","Gold",4
"ESP",1992,"Winter","Gold",0
"RUS",1992,"Winter","Gold",0
"USA",1992,"Winter","Gold",5
"HUN",1992,"Winter","Gold",0
"AUS",1992,"Winter","Gold",0
"CAN",1992,"Winter","Gold",5
"URS",1992,"Winter","Gold",0
"JPN",1992,"Winter","Gold",3
"SUI",1992,"Winter","Gold",2
"GDR",1992,"Winter","Gold",0
"SWE",1992,"Winter","Gold",1
"GBR",1992,"Winter","Gold",0
"ROU",1992,"Winter","Gold",0
"GER",1992,"Winter","Gold",14
"POL",1992,"Winter","Gold",0
"TCH",1992,"Winter","Gold",0
"FRG",1992,"Winter","Gold",0
"KOR",1992,"Winter","Gold",5
"CHN",1992,"Winter","Gold",0
"DEN",1994,"Winter","Gold",0
"FIN",1994,"Winter","Gold",0
"NOR",1994,"Winter","Gold",8
"NED",1994,"Winter","Gold",0
"FRA",1994,"Winter","Gold",0
"ITA",1994,"Winter","Gold",14
"ESP",1994,"Winter","Gold",0
"RUS",1994,"Winter","Gold",19
"USA",1994,"Winter","Gold",6
"HUN",1994,"Winter","Gold",0
"AUS",1994,"Winter","Gold",0
"CAN",1994,"Winter","Gold",3
"URS",1994,"Winter","Gold",0
"JPN",1994,"Winter","Gold",3
"SUI",1994,"Winter","Gold",4
"GDR",1994,"Winter","Gold",0
"SWE",1994,"Winter","Gold",23
"GBR",1994,"Winter","Gold",0
"ROU",1994,"Winter","Gold",0
"GER",1994,"Winter","Gold",18
"POL",1994,"Winter","Gold",0
"TCH",1994,"Winter","Gold",0
"FRG",1994,"Winter","Gold",0
"KOR",1994,"Winter","Gold",7
"CHN",1994,"Winter","Gold",0
"DEN",1998,"Winter","Gold",0
"FIN",1998,"Winter","Gold",2
"NOR",1998,"Winter","Gold",13
"NED",1998,"Winter","Gold",5
"FRA",1998,"Winter","Gold",2
"ITA",1998,"Winter","Gold",3
"ESP",1998,"Winter","Gold",0
"RUS",1998,"Winter","Gold",14
"USA",1998,"Winter","Gold",25
"HUN",1998,"Winter","Gold",0
"AUS",1998,"Winter","Gold",0
"CAN",1998,"Winter","Gold",14
"URS",1998,"Winter","Gold",0
"JPN",1998,"Winter","Gold",8
"SUI",1998,"Winter","Gold",6
"GDR",1998,"Winter","Gold",0
"SWE",1998,"Winter","Gold",0
"GBR",1998,"Winter","Gold",0
"ROU",1998,"Winter","Gold",0
"GER",1998,"Winter","Gold",22
"POL",1998,"Winter","Gold",0
"TCH",1998,"Winter","Gold",0
"FRG",1998,"Winter","Gold",0
"KOR",1998,"Winter","Gold",6
"CHN",1998,"Winter","Gold",0
"DEN",2002,"Winter","Gold",0
"FIN",2002,"Winter","Gold",7
"NOR",2002,"Winter","Gold",23
"NED",2002,"Winter","Gold",3
"FRA",2002,"Winter","Gold",5
"ITA",2002,"Winter","Gold",4
"ESP",2002,"Winter","Gold",0
"RUS",2002,"Winter","Gold",6
"USA",2002,"Winter","Gold",11
"HUN",2002,"Winter","Gold",0
"AUS",2002,"Winter","Gold",2
"CAN",2002,"Winter","Gold",52
"URS",2002,"Winter","Gold",0
"JPN",2002,"Winter","Gold",0
"SUI",2002,"Winter","Gold",3
"GDR",2002,"Winter","Gold",0
"SWE",2002,"Winter","Gold",0
"GBR",2002,"Winter","Gold",5
"ROU",2002,"Winter","Gold",0
"GER",2002,"Winter","Gold",26
"POL",2002,"Winter","Gold",0
"TCH",2002,"Winter","Gold",0
"FRG",2002,"Winter","Gold",0
"KOR",2002,"Winter","Gold",5
"CHN",2002,"Winter","Gold",2
"DEN",2006,"Winter","Gold",0
"FIN",2006,"Winter","Gold",0
"NOR",2006,"Winter","Gold",2
"NED",2006,"Winter","Gold",3
"FRA",2006,"Winter","Gold",3
"ITA",2006,"Winter","Gold",11
"ESP",2006,"Winter","Gold",0
"RUS",2006,"Winter","Gold",16
"USA",2006,"Winter","Gold",9
"HUN",2006,"Winter","Gold",0
"AUS",2006,"Winter","Gold",1
"CAN",2006,"Winter","Gold",30
"URS",2006,"Winter","Gold",0
"JPN",2006,"Winter","Gold",1
"SUI",2006,"Winter","Gold",5
"GDR",2006,"Winter","Gold",0
"SWE",2006,"Winter","Gold",35
"GBR",2006,"Winter","Gold",0
"ROU",2006,"Winter","Gold",0
"GER",2006,"Winter","Gold",23
"POL",2006,"Winter","Gold",0
"TCH",2006,"Winter","Gold",0
"FRG",2006,"Winter","Gold",0
"KOR",2006,"Winter","Gold",14
"CHN",2006,"Winter","Gold",2
"DEN",2010,"Winter","Gold",0
"FIN",2010,"Winter","Gold",0
"NOR",2010,"Winter","Gold",16
"NED",2010,"Winter","Gold",4
"FRA",2010,"Winter","Gold",2
"ITA",2010,"Winter","Gold",1
"ESP",2010,"Winter","Gold",0
"RUS",2010,"Winter","Gold",6
"USA",2010,"Winter","Gold",12
"HUN",2010,"Winter","Gold",0
"AUS",2010,"Winter","Gold",2
"CAN",2010,"Winter","Gold",67
"URS",2010,"Winter","Gold",0
"JPN",2010,"Winter","Gold",0
"SUI",2010,"Winter","Gold",6
"GDR",2010,"Winter","Gold",0
"SWE",2010,"Winter","Gold",11
"GBR",2010,"Winter","Gold",1
"ROU",2010,"Winter","Gold",0
"GER",2010,"Winter","Gold",15
"POL",2010,"Winter","Gold",1
"TCH",2010,"Winter","Gold",0
"FRG",2010,"Winter","Gold",0
"KOR",2010,"Winter","Gold",6
"CHN",2010,"Winter","Gold",9
"DEN",2014,"Winter","Gold",0
"FIN",2014,"Winter","Gold",2
"NOR",2014,"Winter","Gold",18
"NED",2014,"Winter","Gold",13
"FRA",2014,"Winter","Gold",4
"ITA",2014,"Winter","Gold",0
"ESP",2014,"Winter","Gold",0
"RUS",2014,"Winter","Gold",33
"USA",2014,"Winter","Gold",10
"HUN",2014,"Winter","Gold",0
"AUS",2014,"Winter","Gold",0
"CAN",2014,"Winter","Gold",59
"URS",2014,"Winter","Gold",0
"JPN",2014,"Winter","Gold",1
"SUI",2014,"Winter","Gold",6
"GDR",2014,"Winter","Gold",0
"SWE",2014,"Winter","Gold",8
"GBR",2014,"Winter","Gold",1
"ROU",2014,"Winter","Gold",0
"GER",2014,"Winter","Gold",15
"POL",2014,"Winter","Gold",4
"TCH",2014,"Winter","Gold",0
"FRG",2014,"Winter","Gold",0
"KOR",2014,"Winter","Gold",7
"CHN",2014,"Winter","Gold",3
